Year,Province,NAICS,Gender,Age group,Hourly Wage,525
2022,Nova Scotia,"Information, culture and recreation  ",Men ,25 to 54 years,32.56,
2022,Nova Scotia,"Information, culture and recreation  ",Women ,25 to 54 years,25.54,
2022,Nova Scotia,Manufacturing  ,Men ,25 to 54 years,28.63,
2022,Nova Scotia,Manufacturing  ,Women ,25 to 54 years,24.71,
2022,Nova Scotia,Other services (except public administration)  ,Men ,25 to 54 years,26.1,
2022,Nova Scotia,Other services (except public administration)  ,Women ,25 to 54 years,24.11,
2022,Nova Scotia,"Professional, scientific and technical services  ",Men ,25 to 54 years,40.92,
2022,Nova Scotia,"Professional, scientific and technical services  ",Women ,25 to 54 years,34.43,
2022,Nova Scotia,Public administration  ,Men ,25 to 54 years,38.87,
2022,Nova Scotia,Public administration  ,Women ,25 to 54 years,37.51,
2022,Nova Scotia,Transportation and warehousing  ,Men ,25 to 54 years,30.16,
2022,Nova Scotia,Transportation and warehousing  ,Women ,25 to 54 years,28.2,
2022,Nova Scotia,Utilities  ,Men ,25 to 54 years,38.84,
2022,Nova Scotia,Utilities  ,Women ,25 to 54 years,36.55,
2022,Nova Scotia,Wholesale and retail trade  ,Men ,25 to 54 years,24.23,
2022,Nova Scotia,Wholesale and retail trade  ,Women ,25 to 54 years,21,
2022,Nova Scotia,Accommodation and food services  ,Men ,55 years and over,22.36,
2022,Nova Scotia,Accommodation and food services  ,Women ,55 years and over,14.99,
2022,Nova Scotia,Agriculture  ,Men ,55 years and over,,
2022,Nova Scotia,Agriculture  ,Women ,55 years and over,,
2022,Nova Scotia,"Business, building and other support services  ",Men ,55 years and over,19.93,
2022,Nova Scotia,"Business, building and other support services  ",Women ,55 years and over,18.97,
2022,Nova Scotia,Construction  ,Men ,55 years and over,28.23,
2022,Nova Scotia,Construction  ,Women ,55 years and over,22.44,
2022,Nova Scotia,Educational services  ,Men ,55 years and over,37.2,
2022,Nova Scotia,Educational services  ,Women ,55 years and over,32.71,
2022,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,29.16,
2022,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,28.39,
2022,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,27.37,
2022,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2022,Nova Scotia,Health care and social assistance  ,Men ,55 years and over,32.81,
2022,Nova Scotia,Health care and social assistance  ,Women ,55 years and over,28.66,
2022,Nova Scotia,"Information, culture and recreation  ",Men ,55 years and over,32.33,
2022,Nova Scotia,"Information, culture and recreation  ",Women ,55 years and over,28.84,
2022,Nova Scotia,Manufacturing  ,Men ,55 years and over,27.92,
2022,Nova Scotia,Manufacturing  ,Women ,55 years and over,24.86,
2022,Nova Scotia,Other services (except public administration)  ,Men ,55 years and over,26.72,
2022,Nova Scotia,Other services (except public administration)  ,Women ,55 years and over,30.47,
2022,Nova Scotia,"Professional, scientific and technical services  ",Men ,55 years and over,50.46,
2022,Nova Scotia,"Professional, scientific and technical services  ",Women ,55 years and over,27.92,
2022,Nova Scotia,Public administration  ,Men ,55 years and over,42.58,
2022,Nova Scotia,Public administration  ,Women ,55 years and over,36.29,
2022,Nova Scotia,Transportation and warehousing  ,Men ,55 years and over,25.95,
2022,Nova Scotia,Transportation and warehousing  ,Women ,55 years and over,25.42,
2022,Nova Scotia,Utilities  ,Men ,55 years and over,48.53,
2022,Nova Scotia,Utilities  ,Women ,55 years and over,,
2022,Nova Scotia,Wholesale and retail trade  ,Men ,55 years and over,22.4,
2022,Nova Scotia,Wholesale and retail trade  ,Women ,55 years and over,19.77,
2022,Ontario,Accommodation and food services  ,Men ,15 to 24 years,16.13,
2022,Ontario,Accommodation and food services  ,Women ,15 to 24 years,16.54,
2022,Ontario,Agriculture  ,Men ,15 to 24 years,16.66,
2022,Ontario,Agriculture  ,Women ,15 to 24 years,16.53,
2022,Ontario,"Business, building and other support services  ",Men ,15 to 24 years,19.78,
2022,Ontario,"Business, building and other support services  ",Women ,15 to 24 years,18.02,
2022,Ontario,Construction  ,Men ,15 to 24 years,23.19,
2022,Ontario,Construction  ,Women ,15 to 24 years,23.74,
2022,Ontario,Educational services  ,Men ,15 to 24 years,22.53,
2022,Ontario,Educational services  ,Women ,15 to 24 years,20.63,
2022,Ontario,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,24.03,
2022,Ontario,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,22.39,
2022,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,29.04,
2022,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2022,Ontario,Health care and social assistance  ,Men ,15 to 24 years,22.53,
2022,Ontario,Health care and social assistance  ,Women ,15 to 24 years,22.86,
2022,Ontario,"Information, culture and recreation  ",Men ,15 to 24 years,17.85,
2022,Ontario,"Information, culture and recreation  ",Women ,15 to 24 years,17.62,
2022,Ontario,Manufacturing  ,Men ,15 to 24 years,21.81,
2022,Ontario,Manufacturing  ,Women ,15 to 24 years,20.92,
2022,Ontario,Other services (except public administration)  ,Men ,15 to 24 years,19.09,
2022,Ontario,Other services (except public administration)  ,Women ,15 to 24 years,18.95,
2022,Ontario,"Professional, scientific and technical services  ",Men ,15 to 24 years,27.52,
2022,Ontario,"Professional, scientific and technical services  ",Women ,15 to 24 years,23.37,
2022,Ontario,Public administration  ,Men ,15 to 24 years,24.66,
2022,Ontario,Public administration  ,Women ,15 to 24 years,24.05,
2022,Ontario,Transportation and warehousing  ,Men ,15 to 24 years,20.17,
2022,Ontario,Transportation and warehousing  ,Women ,15 to 24 years,20.45,
2022,Ontario,Utilities  ,Men ,15 to 24 years,33.86,
2022,Ontario,Utilities  ,Women ,15 to 24 years,,
2022,Ontario,Wholesale and retail trade  ,Men ,15 to 24 years,16.7,
2022,Ontario,Wholesale and retail trade  ,Women ,15 to 24 years,16.02,
2022,Ontario,Accommodation and food services  ,Men ,25 to 54 years,23.28,
2022,Ontario,Accommodation and food services  ,Women ,25 to 54 years,19.68,
2022,Ontario,Agriculture  ,Men ,25 to 54 years,23.53,
2022,Ontario,Agriculture  ,Women ,25 to 54 years,21.53,
2022,Ontario,"Business, building and other support services  ",Men ,25 to 54 years,26.95,
2022,Ontario,"Business, building and other support services  ",Women ,25 to 54 years,25.67,
2022,Ontario,Construction  ,Men ,25 to 54 years,36.19,
2022,Ontario,Construction  ,Women ,25 to 54 years,29.58,
2022,Ontario,Educational services  ,Men ,25 to 54 years,43.79,
2022,Ontario,Educational services  ,Women ,25 to 54 years,39.03,
2022,Ontario,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,47.02,
2022,Ontario,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,38.6,
2022,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,41.25,
2022,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,41.95,
2022,Ontario,Health care and social assistance  ,Men ,25 to 54 years,34.24,
2022,Ontario,Health care and social assistance  ,Women ,25 to 54 years,31.99,
2022,Ontario,"Information, culture and recreation  ",Men ,25 to 54 years,39.2,
2022,Ontario,"Information, culture and recreation  ",Women ,25 to 54 years,34.23,
2022,Ontario,Manufacturing  ,Men ,25 to 54 years,33.18,
2022,Ontario,Manufacturing  ,Women ,25 to 54 years,29.26,
2022,Ontario,Other services (except public administration)  ,Men ,25 to 54 years,31.77,
2022,Ontario,Other services (except public administration)  ,Women ,25 to 54 years,27.26,
2022,Ontario,"Professional, scientific and technical services  ",Men ,25 to 54 years,49.5,
2022,Ontario,"Professional, scientific and technical services  ",Women ,25 to 54 years,38.63,
2022,Ontario,Public administration  ,Men ,25 to 54 years,44.38,
2022,Ontario,Public administration  ,Women ,25 to 54 years,41.59,
2022,Ontario,Transportation and warehousing  ,Men ,25 to 54 years,32.81,
2022,Ontario,Transportation and warehousing  ,Women ,25 to 54 years,27.25,
2022,Ontario,Utilities  ,Men ,25 to 54 years,49.64,
2022,Ontario,Utilities  ,Women ,25 to 54 years,46.93,
2022,Ontario,Wholesale and retail trade  ,Men ,25 to 54 years,33.2,
2022,Ontario,Wholesale and retail trade  ,Women ,25 to 54 years,25.5,
2022,Ontario,Accommodation and food services  ,Men ,55 years and over,22.31,
2022,Ontario,Accommodation and food services  ,Women ,55 years and over,18.47,
2022,Ontario,Agriculture  ,Men ,55 years and over,26.14,
2022,Ontario,Agriculture  ,Women ,55 years and over,21.1,
2022,Ontario,"Business, building and other support services  ",Men ,55 years and over,26.21,
2022,Ontario,"Business, building and other support services  ",Women ,55 years and over,25.18,
2022,Ontario,Construction  ,Men ,55 years and over,38.49,
2022,Ontario,Construction  ,Women ,55 years and over,31.56,
2022,Ontario,Educational services  ,Men ,55 years and over,50.57,
2022,Ontario,Educational services  ,Women ,55 years and over,39.86,
2022,Ontario,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,44.6,
2022,Ontario,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,37.61,
2022,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,43.16,
2022,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2022,Ontario,Health care and social assistance  ,Men ,55 years and over,35.42,
2022,Ontario,Health care and social assistance  ,Women ,55 years and over,30.8,
2022,Ontario,"Information, culture and recreation  ",Men ,55 years and over,40.13,
2022,Ontario,"Information, culture and recreation  ",Women ,55 years and over,34,
2022,Ontario,Manufacturing  ,Men ,55 years and over,33.25,
2022,Ontario,Manufacturing  ,Women ,55 years and over,25.75,
2022,Ontario,Other services (except public administration)  ,Men ,55 years and over,32.29,
2022,Ontario,Other services (except public administration)  ,Women ,55 years and over,27.51,
2022,Ontario,"Professional, scientific and technical services  ",Men ,55 years and over,57.71,
2022,Ontario,"Professional, scientific and technical services  ",Women ,55 years and over,40.46,
2022,Ontario,Public administration  ,Men ,55 years and over,49.34,
2022,Ontario,Public administration  ,Women ,55 years and over,42.59,
2022,Ontario,Transportation and warehousing  ,Men ,55 years and over,30.16,
2022,Ontario,Transportation and warehousing  ,Women ,55 years and over,27.06,
2022,Ontario,Utilities  ,Men ,55 years and over,55.49,
2022,Ontario,Utilities  ,Women ,55 years and over,49.04,
2022,Ontario,Wholesale and retail trade  ,Men ,55 years and over,30.13,
2022,Ontario,Wholesale and retail trade  ,Women ,55 years and over,22.76,
2022,Prince Edward Island,Accommodation and food services  ,Men ,15 to 24 years,15.13,
2022,Prince Edward Island,Accommodation and food services  ,Women ,15 to 24 years,15.33,
2022,Prince Edward Island,Agriculture  ,Men ,15 to 24 years,16.06,
2022,Prince Edward Island,Agriculture  ,Women ,15 to 24 years,,
2022,Prince Edward Island,"Business, building and other support services  ",Men ,15 to 24 years,15.78,
2022,Prince Edward Island,"Business, building and other support services  ",Women ,15 to 24 years,,
2022,Prince Edward Island,Construction  ,Men ,15 to 24 years,19.49,
2022,Prince Edward Island,Construction  ,Women ,15 to 24 years,,
2022,Prince Edward Island,Educational services  ,Men ,15 to 24 years,,
2022,Prince Edward Island,Educational services  ,Women ,15 to 24 years,17.81,
2022,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,,
2022,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,,
2022,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,,
2022,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2022,Prince Edward Island,Health care and social assistance  ,Men ,15 to 24 years,,
2022,Prince Edward Island,Health care and social assistance  ,Women ,15 to 24 years,21.84,
2022,Prince Edward Island,"Information, culture and recreation  ",Men ,15 to 24 years,17.83,
2022,Prince Edward Island,"Information, culture and recreation  ",Women ,15 to 24 years,15.06,
2022,Prince Edward Island,Manufacturing  ,Men ,15 to 24 years,19.13,
2022,Prince Edward Island,Manufacturing  ,Women ,15 to 24 years,15.95,
2022,Prince Edward Island,Other services (except public administration)  ,Men ,15 to 24 years,16.96,
2022,Prince Edward Island,Other services (except public administration)  ,Women ,15 to 24 years,,
2022,Prince Edward Island,"Professional, scientific and technical services  ",Men ,15 to 24 years,,
2022,Prince Edward Island,"Professional, scientific and technical services  ",Women ,15 to 24 years,19.34,
2022,Prince Edward Island,Public administration  ,Men ,15 to 24 years,22.59,
2022,Prince Edward Island,Public administration  ,Women ,15 to 24 years,20.92,
2022,Prince Edward Island,Transportation and warehousing  ,Men ,15 to 24 years,,
2022,Prince Edward Island,Transportation and warehousing  ,Women ,15 to 24 years,,
2022,Prince Edward Island,Utilities  ,Men ,15 to 24 years,,
2022,Prince Edward Island,Utilities  ,Women ,15 to 24 years,,
2022,Prince Edward Island,Wholesale and retail trade  ,Men ,15 to 24 years,14.47,
2022,Prince Edward Island,Wholesale and retail trade  ,Women ,15 to 24 years,14.21,
2022,Prince Edward Island,Accommodation and food services  ,Men ,25 to 54 years,18.89,
2022,Prince Edward Island,Accommodation and food services  ,Women ,25 to 54 years,18.65,
2022,Prince Edward Island,Agriculture  ,Men ,25 to 54 years,25.21,
2022,Prince Edward Island,Agriculture  ,Women ,25 to 54 years,20.32,
2022,Prince Edward Island,"Business, building and other support services  ",Men ,25 to 54 years,21.8,
2022,Prince Edward Island,"Business, building and other support services  ",Women ,25 to 54 years,17.24,
2022,Prince Edward Island,Construction  ,Men ,25 to 54 years,26.39,
2022,Prince Edward Island,Construction  ,Women ,25 to 54 years,19.23,
2022,Prince Edward Island,Educational services  ,Men ,25 to 54 years,35.01,
2022,Prince Edward Island,Educational services  ,Women ,25 to 54 years,34.1,
2022,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,37.83,
2022,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,27.22,
2022,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,25.5,
2022,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,,
